Energy (eV),4,10,20,30,40,50,75,100,125,150,175,200,225,250,300
1.25,0.766742072,0.776573369,0.83207381,0.995041424,-0.031390236,-0.04609335,-0.716075349,-0.034599986,-0.046952749,0.222405438,-0.445983527,-0.526429355,-0.271326502,0.516480855,0.382753521
1.250801603,0.620868037,-0.107662825,0.552513006,-0.283963459,0.594052806,0.278958178,0.937134448,-0.310856158,0.299097459,0.076141722,-0.40530721,-0.267596502,-0.230923594,0.307566633,-0.169505994
1.251603206,0.053623528,-0.468384728,-0.4442359,-1.285165563,-0.320739515,-0.00503536,-0.088116688,0.290436389,-0.41788306,0.765435467,0.169703085,-0.126334216,0.525911954,0.553396416,-0.171892445
1.25240481,1.207119491,0.504979191,0.952669058,-0.245628744,-0.210216105,-0.135992501,0.32412408,0.056356602,1.445415781,-0.068622217,0.302547267,0.858121725,0.315218759,0.827084894,0.025023478
1.253206413,-0.491952792,0.33124945,0.309651045,0.433041761,0.92806071,0.972801309,0.538589799,-0.211035868,-0.130381684,0.271441346,-0.207939499,-0.288964203,0.268382956,-0.606823967,-0.854362628
1.254008016,0.655377205,0.305248551,0.093121551,0.188575468,-0.459430197,-0.603477096,0.678355166,-0.875296711,-0.133492034,-0.129391568,0.125464047,1.24186946,-0.007489918,0.861992807,-0.064749195
1.254809619,0.378401678,0.428240065,1.029927447,0.318664813,0.595158771,-0.563902331,0.253983143,-0.931089406,0.204488757,-0.250501915,0.561885526,0.214453953,0.42840006,-0.57284405,0.199308697
1.255611222,0.209715897,-0.193690948,0.797373074,-0.746064838,-0.344362064,1.037325834,-0.359329076,0.157053935,-0.057641503,-0.328535265,-0.211828845,-0.810208198,0.134822485,0.583041688,0.72940077
1.256412826,0.692155959,0.497372409,0.335348452,-0.31475949,-0.620560665,0.251716129,0.351019088,-0.014084219,-0.731611219,0.175762692,-0.105488153,0.203153751,0.990451203,0.564092666,0.526938323
1.257214429,1.210406383,0.440036703,-0.164277165,-0.043883765,0.071538108,-0.896733091,0.51021879,0.344739012,0.430881418,0.252979791,0.410988436,-0.176084981,0.115075647,-0.106573537,0.050607072
1.258016032,0.336791947,0.810386509,0.270451198,0.315790507,0.268214058,0.877852225,0.514192083,-0.436229289,0.435204071,0.235721228,0.270980593,-0.202945059,0.60859665,-0.474117531,0.142934087
1.258817635,0.436338174,0.503395008,-0.108945077,0.157119462,-0.708866681,-0.18157771,-0.531200918,0.237039353,0.505607756,0.50602785,1.15003678,1.091180226,1.669576043,0.458094452,0.364675528
1.259619238,-0.008763966,-1.233230225,0.508203739,0.275085492,0.455265842,0.977966713,-0.043030528,0.382095234,0.641109267,0.041405169,-0.495586692,-0.734698767,0.054318303,-0.328490108,0.656670112
1.260420842,0.586591004,-0.530689885,0.21290329,0.374948064,-0.010071558,0.610714133,0.129754814,0.224064912,0.640984026,0.786500396,-0.158195756,0.585542807,0.312044032,-0.199266011,-0.946987458
